Year,District,Crop,Rainfall,Temperature,Humidity,Yield
2016,Tarn Taran,Sugarcane,1029,30.5,80,6.12
2017,Tarn Taran,Sugarcane,625,27.5,78,5.88
2018,Tarn Taran,Sugarcane,581,26.1,52,5.66
2019,Tarn Taran,Sugarcane,991,28.4,67,5.65
2020,Tarn Taran,Sugarcane,786,31.5,78,5.67
2021,Tarn Taran,Sugarcane,743,34.9,79,5.84
2022,Tarn Taran,Sugarcane,617,33.8,77,5.9
2023,Tarn Taran,Sugarcane,578,31.6,58,5.58
2024,Tarn Taran,Sugarcane,437,25.4,73,5.78
2010,Tarn Taran,Mustard,446,28.5,67,2.28
2011,Tarn Taran,Mustard,670,29.0,67,2.47
2012,Tarn Taran,Mustard,937,25.8,67,1.61
2013,Tarn Taran,Mustard,1072,28.9,79,1.59
2014,Tarn Taran,Mustard,542,27.9,83,2.45
2015,Tarn Taran,Mustard,1021,24.3,67,2.05
2016,Tarn Taran,Mustard,689,35.0,63,1.85
2017,Tarn Taran,Mustard,644,31.7,85,2.0
2018,Tarn Taran,Mustard,453,26.0,59,2.06
2019,Tarn Taran,Mustard,710,28.1,53,2.07
2020,Tarn Taran,Mustard,635,34.0,50,2.3
2021,Tarn Taran,Mustard,1055,34.5,50,1.89
2022,Tarn Taran,Mustard,737,30.4,59,1.6
2023,Tarn Taran,Mustard,527,28.6,65,1.62
2024,Tarn Taran,Mustard,423,29.8,71,1.88
2010,Tarn Taran,Potato,1097,34.0,75,4.69
2011,Tarn Taran,Potato,771,28.0,53,4.89
2012,Tarn Taran,Potato,919,27.6,53,5.44
2013,Tarn Taran,Potato,776,28.1,52,5.07
2014,Tarn Taran,Potato,1093,30.3,67,5.11
2015,Tarn Taran,Potato,812,30.9,68,5.41
2016,Tarn Taran,Potato,422,24.3,69,5.29
2017,Tarn Taran,Potato,542,24.3,72,5.44
2018,Tarn Taran,Potato,870,32.5,60,5.11
2019,Tarn Taran,Potato,674,34.6,84,4.57
2020,Tarn Taran,Potato,661,29.8,76,4.68
2021,Tarn Taran,Potato,1100,26.7,81,4.7
2022,Tarn Taran,Potato,983,31.2,66,4.8
2023,Tarn Taran,Potato,908,26.4,83,5.42
2024,Tarn Taran,Potato,408,30.0,71,4.89
2010,Tarn Taran,Bajra,657,34.8,82,2.55
2011,Tarn Taran,Bajra,896,24.3,51,2.58
2012,Tarn Taran,Bajra,766,32.7,51,1.88
2013,Tarn Taran,Bajra,1068,26.6,63,2.4
2014,Tarn Taran,Bajra,973,25.1,60,2.32
2015,Tarn Taran,Bajra,917,33.8,68,2.58
2016,Tarn Taran,Bajra,538,30.2,58,1.85
2017,Tarn Taran,Bajra,890,34.4,54,2.23
2018,Tarn Taran,Bajra,525,29.5,59,1.72
2019,Tarn Taran,Bajra,1008,28.0,55,2.43
2020,Tarn Taran,Bajra,913,27.9,79,1.81
2021,Tarn Taran,Bajra,872,27.9,56,2.47
2022,Tarn Taran,Bajra,817,32.4,54,2.54
2023,Tarn Taran,Bajra,432,31.3,58,2.48
2024,Tarn Taran,Bajra,978,30.2,65,2.45
2010,Tarn Taran,Gram,501,32.0,76,2.19
2011,Tarn Taran,Gram,599,24.2,73,2.09
2012,Tarn Taran,Gram,732,32.4,54,2.04
2013,Tarn Taran,Gram,941,24.2,52,1.53
2014,Tarn Taran,Gram,932,24.6,58,1.59
2015,Tarn Taran,Gram,798,31.3,73,1.88
2016,Tarn Taran,Gram,723,24.9,65,1.56
2017,Tarn Taran,Gram,1000,34.7,78,1.44
2018,Tarn Taran,Gram,731,25.8,61,1.34
2019,Tarn Taran,Gram,1060,25.8,76,1.32
2020,Tarn Taran,Gram,548,24.1,60,1.69
2021,Tarn Taran,Gram,487,32.9,66,2.1
2022,Tarn Taran,Gram,428,24.4,64,1.88
2023,Tarn Taran,Gram,682,30.3,51,2.07
2024,Tarn Taran,Gram,1077,30.7,79,1.48
2010,Tarn Taran,Sunflower,925,24.2,77,1.81
2011,Tarn Taran,Sunflower,769,28.8,56,1.9
2012,Tarn Taran,Sunflower,684,31.2,73,1.95
2013,Tarn Taran,Sunflower,1052,34.5,81,2.59
2014,Tarn Taran,Sunflower,809,25.0,58,2.28
2015,Tarn Taran,Sunflower,578,25.7,56,2.76
2016,Tarn Taran,Sunflower,623,33.5,70,1.81
2017,Tarn Taran,Sunflower,1084,29.0,57,2.48
2018,Tarn Taran,Sunflower,953,26.6,66,2.52
2019,Tarn Taran,Sunflower,740,27.9,54,2.71
2020,Tarn Taran,Sunflower,710,34.1,54,2.77
2021,Tarn Taran,Sunflower,745,32.8,69,2.44
2022,Tarn Taran,Sunflower,613,31.7,80,2.22
2023,Tarn Taran,Sunflower,417,25.0,84,2.2
2024,Tarn Taran,Sunflower,883,31.2,78,1.8
2010,Ferozepur,Wheat,765,30.9,61,3.16
2011,Ferozepur,Wheat,427,24.3,73,3.35
2012,Ferozepur,Wheat,517,31.6,61,3.76
2013,Ferozepur,Wheat,942,29.2,52,3.29
2014,Ferozepur,Wheat,905,29.7,70,3.85
2015,Ferozepur,Wheat,887,24.1,59,3.34
2016,Ferozepur,Wheat,412,29.6,84,3.94
2017,Ferozepur,Wheat,989,30.2,81,3.01
2018,Ferozepur,Wheat,437,27.0,58,3.11
2019,Ferozepur,Wheat,576,29.1,60,3.63
2020,Ferozepur,Wheat,965,33.9,70,3.1
2021,Ferozepur,Wheat,799,25.0,73,3.96
2022,Ferozepur,Wheat,740,30.3,67,3.46
2023,Ferozepur,Wheat,663,25.2,83,3.95
2024,Ferozepur,Wheat,955,27.9,75,3.3
2010,Ferozepur,Rice,744,24.3,81,4.68
2011,Ferozepur,Rice,999,27.3,82,4.64
2012,Ferozepur,Rice,769,24.2,78,4.32
2013,Ferozepur,Rice,476,32.4,79,4.54
2014,Ferozepur,Rice,572,24.6,64,4.7
2015,Ferozepur,Rice,625,34.0,69,4.02
2016,Ferozepur,Rice,654,24.1,54,4.13
2017,Ferozepur,Rice,921,26.6,53,4.23
2018,Ferozepur,Rice,942,24.4,51,4.68
2019,Ferozepur,Rice,579,27.9,71,4.3
2020,Ferozepur,Rice,935,26.4,73,4.08
2021,Ferozepur,Rice,694,34.3,77,4.88
2022,Ferozepur,Rice,593,27.5,70,4.33
2023,Ferozepur,Rice,940,25.9,81,4.75
2024,Ferozepur,Rice,810,33.1,68,4.31
2010,Ferozepur,Cotton,853,26.9,78,2.31
2011,Ferozepur,Cotton,897,24.8,66,3.29
2012,Ferozepur,Cotton,882,29.7,84,2.31
2013,Ferozepur,Cotton,892,24.2,54,2.69
2014,Ferozepur,Cotton,467,30.2,79,3.0
2015,Ferozepur,Cotton,974,27.6,80,3.19
2016,Ferozepur,Cotton,1025,32.2,60,3.02
2017,Ferozepur,Cotton,602,32.6,74,2.92
2018,Ferozepur,Cotton,733,27.0,63,3.28
2019,Ferozepur,Cotton,929,29.3,51,2.98
2020,Ferozepur,Cotton,506,25.1,62,2.9
2021,Ferozepur,Cotton,583,33.3,78,2.87
2022,Ferozepur,Cotton,946,26.9,67,2.45
2023,Ferozepur,Cotton,1069,28.8,56,3.06
2024,Ferozepur,Cotton,1085,26.4,84,3.16
2010,Ferozepur,Maize,831,28.9,52,2.76
2011,Ferozepur,Maize,573,25.2,58,2.75
2012,Ferozepur,Maize,663,34.8,65,3.1
2013,Ferozepur,Maize,794,29.5,66,3.08
2014,Ferozepur,Maize,455,26.4,81,3.13
2015,Ferozepur,Maize,613,25.8,68,3.03
2016,Ferozepur,Maize,619,31.1,68,2.94
2017,Ferozepur,Maize,437,32.6,58,2.78
2018,Ferozepur,Maize,958,29.6,75,3.09
2019,Ferozepur,Maize,632,30.4,84,3.45
2020,Ferozepur,Maize,681,33.6,54,3.47
2021,Ferozepur,Maize,899,27.6,76,2.61
2022,Ferozepur,Maize,1020,34.0,73,2.78
2023,Ferozepur,Maize,681,26.8,78,2.63
2024,Ferozepur,Maize,908,33.7,76,3.11
2010,Ferozepur,Sugarcane,424,26.3,66,6.35
2011,Ferozepur,Sugarcane,842,30.7,67,5.81
2012,Ferozepur,Sugarcane,523,24.1,53,6.06
2013,Ferozepur,Sugarcane,703,30.5,61,5.68
2014,Ferozepur,Sugarcane,482,34.8,70,6.18
2015,Ferozepur,Sugarcane,704,31.1,54,5.53
2016,Ferozepur,Sugarcane,928,28.5,70,6.26
2017,Ferozepur,Sugarcane,460,33.7,56,6.06
2018,Ferozepur,Sugarcane,828,27.9,80,5.69
2019,Ferozepur,Sugarcane,715,27.8,79,5.56
2020,Ferozepur,Sugarcane,538,33.0,58,5.55
2021,Ferozepur,Sugarcane,980,29.2,58,6.33
2022,Ferozepur,Sugarcane,695,30.8,55,5.91
2023,Ferozepur,Sugarcane,620,30.9,67,5.64
2024,Ferozepur,Sugarcane,421,31.1,58,6.36
2010,Ferozepur,Mustard,869,24.3,64,1.98
2011,Ferozepur,Mustard,421,25.4,53,2.01
2012,Ferozepur,Mustard,506,33.2,66,2.34
2013,Ferozepur,Mustard,574,31.4,85,2.41
2014,Ferozepur,Mustard,778,29.1,80,1.98
2015,Ferozepur,Mustard,772,27.6,67,1.75
2016,Ferozepur,Mustard,925,24.6,57,1.6
2017,Ferozepur,Mustard,1089,24.7,85,1.56
2018,Ferozepur,Mustard,957,32.1,78,2.35
2019,Ferozepur,Mustard,860,27.9,52,1.89
2020,Ferozepur,Mustard,795,28.6,55,2.45
2021,Ferozepur,Mustard,447,25.0,75,2.0
2022,Ferozepur,Mustard,408,25.0,80,1.51
2023,Ferozepur,Mustard,636,35.0,83,2.19
2024,Ferozepur,Mustard,444,30.4,72,2.3
2010,Ferozepur,Potato,779,31.8,53,4.86
2011,Ferozepur,Potato,743,27.9,58,4.96
2012,Ferozepur,Potato,632,32.3,67,5.25
2013,Ferozepur,Potato,822,34.2,54,4.52
2014,Ferozepur,Potato,1067,30.7,74,5.37
2015,Ferozepur,Potato,1036,32.8,67,5.17
2016,Ferozepur,Potato,480,27.3,83,5.42
2017,Ferozepur,Potato,517,30.0,57,4.6
2018,Ferozepur,Potato,571,31.5,57,5.41
2019,Ferozepur,Potato,672,27.6,53,4.72
2020,Ferozepur,Potato,591,26.9,61,4.71
2021,Ferozepur,Potato,706,34.0,73,5.48
2022,Ferozepur,Potato,550,25.9,82,5.33
2023,Ferozepur,Potato,431,26.9,62,5.01
2024,Ferozepur,Potato,410,29.6,75,4.8
2010,Ferozepur,Bajra,944,28.6,72,2.26
2011,Ferozepur,Bajra,780,29.6,75,2.53
2012,Ferozepur,Bajra,974,31.0,72,2.38
2013,Ferozepur,Bajra,408,24.2,72,2.07
2014,Ferozepur,Bajra,765,27.3,73,2.34
2015,Ferozepur,Bajra,1039,27.3,59,1.77
2016,Ferozepur,Bajra,989,31.1,55,2.01
2017,Ferozepur,Bajra,604,29.3,84,2.15
2018,Ferozepur,Bajra,1019,27.6,72,1.81
2019,Ferozepur,Bajra,876,30.1,59,2.36
2020,Ferozepur,Bajra,942,33.6,61,2.02
2021,Ferozepur,Bajra,718,25.0,51,2.53
2022,Ferozepur,Bajra,789,32.3,54,2.35
2023,Ferozepur,Bajra,942,33.7,58,2.39
2024,Ferozepur,Bajra,969,29.8,59,2.04
2010,Ferozepur,Gram,643,31.6,77,2.21
2011,Ferozepur,Gram,1100,32.7,58,1.68
2012,Ferozepur,Gram,1015,24.3,56,1.67
2013,Ferozepur,Gram,561,28.2,56,1.91
2014,Ferozepur,Gram,468,31.2,67,2.05
2015,Ferozepur,Gram,864,24.3,68,2.08
2016,Ferozepur,Gram,573,34.0,54,2.18
2017,Ferozepur,Gram,701,30.4,52,1.58
2018,Ferozepur,Gram,1014,28.4,62,2.08
2019,Ferozepur,Gram,521,28.8,60,1.9
2020,Ferozepur,Gram,478,33.8,55,1.63
2021,Ferozepur,Gram,680,33.9,65,1.51
2022,Ferozepur,Gram,542,33.2,59,2.05
2023,Ferozepur,Gram,698,32.9,71,1.64
2024,Ferozepur,Gram,1032,24.6,81,1.85
2010,Ferozepur,Sunflower,639,32.6,71,2.18
2011,Ferozepur,Sunflower,838,34.1,83,2.54
2012,Ferozepur,Sunflower,416,32.4,61,2.45
2013,Ferozepur,Sunflower,845,30.9,84,2.68
2014,Ferozepur,Sunflower,941,29.5,74,2.42
2015,Ferozepur,Sunflower,879,31.9,53,2.14
2016,Ferozepur,Sunflower,785,28.7,63,2.22
2017,Ferozepur,Sunflower,764,32.4,69,2.53
2018,Ferozepur,Sunflower,748,30.9,65,2.27
2019,Ferozepur,Sunflower,427,26.8,76,2.35
2020,Ferozepur,Sunflower,643,24.9,60,1.82
2021,Ferozepur,Sunflower,1033,32.4,59,2.42
2022,Ferozepur,Sunflower,576,25.7,68,2.29
2023,Ferozepur,Sunflower,905,24.9,71,2.18
2024,Ferozepur,Sunflower,453,28.6,51,2.16
2010,Mansa,Wheat,540,32.4,70,3.83
2011,Mansa,Wheat,920,25.4,56,3.96
2012,Mansa,Wheat,774,31.9,60,3.06
2013,Mansa,Wheat,403,28.8,52,3.49
2014,Mansa,Wheat,687,31.6,51,3.33
2015,Mansa,Wheat,1084,31.4,55,3.01
2016,Mansa,Wheat,403,25.7,63,3.46
2017,Mansa,Wheat,609,27.9,56,3.92
2018,Mansa,Wheat,616,25.7,51,3.5
2019,Mansa,Wheat,594,24.0,64,3.88
2020,Mansa,Wheat,1069,25.7,83,3.24
2021,Mansa,Wheat,614,34.7,60,3.12
2022,Mansa,Wheat,799,30.1,61,3.06
2023,Mansa,Wheat,969,27.2,53,3.79
2024,Mansa,Wheat,488,28.2,74,3.84
2010,Mansa,Rice,672,28.5,73,4.43
2011,Mansa,Rice,756,34.2,74,4.86
2012,Mansa,Rice,534,25.3,83,4.57
2013,Mansa,Rice,1060,24.9,76,4.06
2014,Mansa,Rice,845,25.8,50,4.2
2015,Mansa,Rice,940,31.9,79,4.86
2016,Mansa,Rice,560,31.0,52,4.17
2017,Mansa,Rice,701,28.8,62,4.41
2018,Mansa,Rice,952,28.7,55,4.36
2019,Mansa,Rice,663,32.7,59,4.84
2020,Mansa,Rice,604,28.9,50,4.23
2021,Mansa,Rice,423,31.8,75,4.41
2022,Mansa,Rice,721,26.1,85,4.42
2023,Mansa,Rice,403,30.2,60,4.81
2024,Mansa,Rice,653,27.0,81,4.01
2010,Mansa,Cotton,1018,30.9,84,3.14
2011,Mansa,Cotton,456,34.4,72,3.08
2012,Mansa,Cotton,749,34.5,79,2.91
2013,Mansa,Cotton,781,32.3,65,3.14
2014,Mansa,Cotton,897,24.7,77,2.93
2015,Mansa,Cotton,707,29.3,81,2.79
2016,Mansa,Cotton,970,26.8,53,2.46
2017,Mansa,Cotton,911,30.5,72,2.53
2018,Mansa,Cotton,466,27.5,80,2.98
2019,Mansa,Cotton,880,31.6,73,2.85
2020,Mansa,Cotton,698,30.2,62,2.73
2021,Mansa,Cotton,840,32.3,63,3.03
2022,Mansa,Cotton,707,28.0,80,2.57
2023,Mansa,Cotton,539,26.4,78,2.41
2024,Mansa,Cotton,778,25.6,53,2.65
2010,Mansa,Maize,422,34.9,54,3.31
2011,Mansa,Maize,995,29.0,57,3.32
2012,Mansa,Maize,633,24.2,57,3.4
2013,Mansa,Maize,938,25.2,73,2.69
2014,Mansa,Maize,892,24.5,53,2.98
2015,Mansa,Maize,629,26.3,61,2.88
2016,Mansa,Maize,924,31.5,73,2.79
2017,Mansa,Maize,574,28.6,60,3.35
2018,Mansa,Maize,874,34.9,50,3.13
2019,Mansa,Maize,733,27.6,84,2.88
2020,Mansa,Maize,777,29.6,65,3.24
2021,Mansa,Maize,985,33.8,77,2.57
2022,Mansa,Maize,1000,29.6,71,2.71
2023,Mansa,Maize,902,26.6,73,3.32
2024,Mansa,Maize,465,24.4,62,2.64
2010,Mansa,Sugarcane,1022,28.4,83,5.7
2011,Mansa,Sugarcane,676,28.1,85,5.54
2012,Mansa,Sugarcane,660,32.6,73,5.58
2013,Mansa,Sugarcane,628,29.9,63,6.06
2014,Mansa,Sugarcane,426,34.6,55,5.86
2015,Mansa,Sugarcane,756,30.3,83,6.03
2016,Mansa,Sugarcane,985,27.8,55,5.93
2017,Mansa,Sugarcane,613,24.5,54,5.68
2018,Mansa,Sugarcane,794,29.8,50,6.39
2019,Mansa,Sugarcane,848,24.0,62,6.15
2020,Mansa,Sugarcane,979,28.4,76,6.15
2021,Mansa,Sugarcane,919,24.3,64,6.02
2022,Mansa,Sugarcane,979,30.3,54,6.42
2023,Mansa,Sugarcane,1073,26.4,69,5.62
2024,Mansa,Sugarcane,596,25.3,61,6.02
2010,Mansa,Mustard,788,31.4,62,1.6
2011,Mansa,Mustard,1046,26.5,58,1.66
2012,Mansa,Mustard,621,32.2,56,1.84
2013,Mansa,Mustard,1080,25.8,82,1.94
2014,Mansa,Mustard,1029,30.0,59,1.86
2015,Mansa,Mustard,915,31.9,52,1.92
2016,Mansa,Mustard,407,28.2,71,1.55
2017,Mansa,Mustard,530,26.6,77,1.85
2018,Mansa,Mustard,1034,29.6,79,1.96
2019,Mansa,Mustard,663,24.2,72,1.53
2020,Mansa,Mustard,955,31.3,74,1.62
2021,Mansa,Mustard,796,29.9,70,2.01
2022,Mansa,Mustard,1095,30.3,50,1.83
2023,Mansa,Mustard,690,31.2,62,1.67
2024,Mansa,Mustard,892,28.7,78,1.82
2010,Mansa,Potato,702,27.6,77,4.67
2011,Mansa,Potato,907,34.9,59,5.47
2012,Mansa,Potato,416,25.6,84,4.79
2013,Mansa,Potato,949,34.6,60,4.61
2014,Mansa,Potato,664,24.5,62,5.05
2015,Mansa,Potato,1079,28.6,60,5.42
2016,Mansa,Potato,896,32.2,84,4.91
2017,Mansa,Potato,716,30.7,74,5.21
2018,Mansa,Potato,542,32.4,61,5.42
2019,Mansa,Potato,974,31.3,83,4.53
2020,Mansa,Potato,1066,24.4,61,4.92
2021,Mansa,Potato,891,31.8,54,5.03
2022,Mansa,Potato,560,31.2,72,4.93
2023,Mansa,Potato,1084,31.1,78,4.92
2024,Mansa,Potato,1091,29.1,59,5.16
2010,Mansa,Bajra,952,25.8,59,2.14
2011,Mansa,Bajra,994,26.3,63,2.21
2012,Mansa,Bajra,931,30.6,57,2.19
2013,Mansa,Bajra,981,33.5,69,1.97
2014,Mansa,Bajra,893,33.4,67,2.26
2015,Mansa,Bajra,835,25.0,84,2.56
2016,Mansa,Bajra,1055,27.6,66,2.05
2017,Mansa,Bajra,500,24.9,74,2.13
2018,Mansa,Bajra,540,30.6,53,2.28
2019,Mansa,Bajra,933,33.2,82,2.55
2020,Mansa,Bajra,514,29.2,57,2.06
2021,Mansa,Bajra,528,32.7,59,2.32
2022,Mansa,Bajra,985,32.2,50,1.96
2023,Mansa,Bajra,934,30.9,65,2.35
2024,Mansa,Bajra,571,33.7,53,2.66
2010,Mansa,Gram,769,27.9,78,1.62
2011,Mansa,Gram,447,31.3,61,2.14
2012,Mansa,Gram,659,33.7,77,2.1
2013,Mansa,Gram,521,31.7,76,2.13
2014,Mansa,Gram,831,26.7,72,1.41
2015,Mansa,Gram,870,33.6,79,1.53
2016,Mansa,Gram,646,30.9,69,1.92
2017,Mansa,Gram,840,34.2,75,2.29
2018,Mansa,Gram,731,28.8,55,1.61
2019,Mansa,Gram,772,25.6,64,1.45
2020,Mansa,Gram,417,30.7,67,2.22
2021,Mansa,Gram,1057,27.3,58,1.88
2022,Mansa,Gram,569,27.1,70,2.1
2023,Mansa,Gram,631,26.0,70,2.15
2024,Mansa,Gram,879,30.2,70,1.76
2010,Mansa,Sunflower,526,27.9,78,2.58
2011,Mansa,Sunflower,832,33.2,79,1.88
2012,Mansa,Sunflower,733,32.8,55,2.25
2013,Mansa,Sunflower,411,32.8,66,2.22
2014,Mansa,Sunflower,961,26.3,68,2.67
2015,Mansa,Sunflower,638,26.9,56,2.73
2016,Mansa,Sunflower,1088,27.8,80,2.37
2017,Mansa,Sunflower,506,34.3,72,2.49
2018,Mansa,Sunflower,734,27.3,78,2.64
2019,Mansa,Sunflower,710,33.8,85,2.63
2020,Mansa,Sunflower,1001,27.7,51,2.27
2021,Mansa,Sunflower,505,29.0,55,1.95
2022,Mansa,Sunflower,424,30.2,51,2.27
2023,Mansa,Sunflower,1020,32.6,84,1.81
2024,Mansa,Sunflower,1063,29.3,65,2.61
